word,frequency,zipf_frequency
the,0.0537031796370252,7.73
to,0.0269153480392691,7.43
and,0.0257039578276886,7.41
of,0.0251188643150957,7.4
a,0.0229086765276777,7.36
in,0.0186208713666286,7.27
i,0.0123026877081238,7.09
is,0.0117489755493952,7.07
for,0.0102329299228075,7.01
that,0.0102329299228075,7.01
you,0.0095499258602143,6.98
it,0.0089125093813374,6.95
on,0.0081283051616409,6.91
with,0.0070794578438413,6.85
00,0.0069183097091893,6.84
this,0.0066069344800759,6.82
was,0.0066069344800759,6.82
am,0.0061659500186148,6.79
be,0.0061659500186148,6.79
being,0.0061659500186148,6.79
were,0.0061659500186148,6.79
been,0.0061659500186148,6.79
are,0.0061659500186148,6.79
as,0.0058884365535558,6.77
having,0.0051286138399136,6.71
has,0.0051286138399136,6.71
had,0.0051286138399136,6.71
have,0.0051286138399136,6.71
at,0.0050118723362727,6.7
he,0.0048977881936844,6.69
not,0.0048977881936844,6.69
by,0.0045708818961487,6.66
0000,0.0042657951880159,6.63
but,0.0042657951880159,6.63
from,0.0042657951880159,6.63
my,0.0037153522909717,6.57
or,0.0034673685045253,6.54
we,0.0034673685045253,6.54
an,0.003388441561392,6.53
your,0.003388441561392,6.53
all,0.0033113112148259,6.52
so,0.0033113112148259,6.52
his,0.0032359365692962,6.51
they,0.0031622776601683,6.5
me,0.003019951720402,6.48
if,0.0029512092266663,6.47
ones,0.0029512092266663,6.47
one,0.0029512092266663,6.47
can,0.0028840315031266,6.46
could,0.0028840315031266,6.46
will,0.0028183829312644,6.45
would,0.0028183829312644,6.45
just,0.0026915348039269,6.43
likes,0.0025703957827688,6.41
like,0.0025703957827688,6.41
liking,0.0025703957827688,6.41
liked,0.0025703957827688,6.41
about,0.0025118864315095,6.4
ups,0.002454708915685,6.39
upped,0.002454708915685,6.39
up,0.002454708915685,6.39
upping,0.002454708915685,6.39
out,0.0023988329190194,6.38
outs,0.0023988329190194,6.38
what,0.0023988329190194,6.38
when,0.0023442288153199,6.37
more,0.0022908676527677,6.36
does,0.0022387211385683,6.35
do,0.0022387211385683,6.35
doing,0.0022387211385683,6.35
done,0.0022387211385683,6.35
did,0.0022387211385683,6.35
no,0.0022387211385683,6.35
who,0.0021877616239495,6.34
it's,0.0021379620895022,6.33
their,0.0021379620895022,6.33
there,0.0020417379446695,6.31
her,0.0019952623149688,6.3
which,0.0019952623149688,6.3
time,0.001949844599758,6.29
timing,0.001949844599758,6.29
times,0.001949844599758,6.29
timed,0.001949844599758,6.29
gotten,0.0019054607179632,6.28
getting,0.0019054607179632,6.28
gets,0.0019054607179632,6.28
got,0.0019054607179632,6.28
get,0.0019054607179632,6.28
000,0.0018197008586099,6.26
she,0.0018197008586099,6.26
new,0.0017782794100389,6.25
newer,0.0017782794100389,6.25
newest,0.0017782794100389,6.25
peopling,0.0017782794100389,6.25
peoples,0.0017782794100389,6.25
people,0.0017782794100389,6.25
peopled,0.0017782794100389,6.25
hows,0.0017378008287493,6.24
how,0.0017378008287493,6.24
don't,0.0015848931924611,6.2
some,0.0015848931924611,6.2
also,0.0015488166189124,6.19
them,0.0015488166189124,6.19
now,0.0015135612484362,6.18
others,0.0014454397707459,6.16
other,0.0014454397707459,6.16
i'm,0.0014125375446227,6.15
its,0.0013803842646028,6.14
our,0.0013803842646028,6.14
than,0.0013489628825916,6.13
goods,0.0013182567385564,6.12
better,0.0013182567385564,6.12
good,0.0013182567385564,6.12
best,0.0013182567385564,6.12
only,0.0013182567385564,6.12
after,0.0012882495516931,6.11
first,0.0012882495516931,6.11
firsts,0.0012882495516931,6.11
him,0.0012882495516931,6.11
into,0.0012882495516931,6.11
knowing,0.0012589254117941,6.1
known,0.0012589254117941,6.1
knows,0.0012589254117941,6.1
knew,0.0012589254117941,6.1
know,0.0012589254117941,6.1
saw,0.0012589254117941,6.1
see,0.0012589254117941,6.1
seeing,0.0012589254117941,6.1
sees,0.0012589254117941,6.1
seen,0.0012589254117941,6.1
two,0.0012589254117941,6.1
make,0.0012022644346174,6.08
made,0.0012022644346174,6.08
makes,0.0012022644346174,6.08
making,0.0012022644346174,6.08
overing,0.0012022644346174,6.08
over,0.0012022644346174,6.08
overs,0.0012022644346174,6.08
overed,0.0012022644346174,6.08
thinks,0.0012022644346174,6.08
thinking,0.0012022644346174,6.08
thought,0.0012022644346174,6.08
think,0.0012022644346174,6.08
any,0.0011748975549395,6.07
then,0.0011748975549395,6.07
backing,0.0010964781961431,6.04
back,0.0010964781961431,6.04
backs,0.0010964781961431,6.04
backed,0.0010964781961431,6.04
these,0.0010964781961431,6.04
us,0.0010964781961431,6.04
want,0.0010964781961431,6.04
wanting,0.0010964781961431,6.04
wanted,0.0010964781961431,6.04
wants,0.0010964781961431,6.04
because,0.0010715193052376,6.03
went,0.0010715193052376,6.03
goes,0.0010715193052376,6.03
gone,0.0010715193052376,6.03
go,0.0010715193052376,6.03
going,0.0010715193052376,6.03
welling,0.0010715193052376,6.03
wells,0.0010715193052376,6.03
well,0.0010715193052376,6.03
welled,0.0010715193052376,6.03
said,0.0010232929922807,6.01
way,0.0010232929922807,6.01
ways,0.0010232929922807,6.01
1,0.001,6.0
2,0.001,6.0
most,0.001,6.0
much,0.001,6.0
very,0.001,6.0
where,0.001,6.0
wheres,0.001,6.0
evens,0.0009772372209558,5.99
evened,0.0009772372209558,5.99
even,0.0009772372209558,5.99
evening,0.0009772372209558,5.99
should,0.0009772372209558,5.99
might,0.0009549925860214,5.98
may,0.0009549925860214,5.98
here,0.0009332543007969,5.97
needed,0.0009332543007969,5.97
needs,0.0009332543007969,5.97
need,0.0009332543007969,5.97
needing,0.0009332543007969,5.97
really,0.0009332543007969,5.97
right,0.0009120108393559,5.96
righting,0.0009120108393559,5.96
rightest,0.0009120108393559,5.96
righted,0.0009120108393559,5.96
rights,0.0009120108393559,5.96
righter,0.0009120108393559,5.96
worked,0.0009120108393559,5.96
works,0.0009120108393559,5.96
working,0.0009120108393559,5.96
work,0.0009120108393559,5.96
years,0.0009120108393559,5.96
year,0.0009120108393559,5.96
beings,0.0008912509381337,5.95
day,0.0008912509381337,5.95
days,0.0008912509381337,5.95
too,0.0008912509381337,5.95
before,0.0008511380382023,5.93
off,0.0008511380382023,5.93
whies,0.0008511380382023,5.93
why,0.0008511380382023,5.93
stiller,0.0008317637711026,5.92
stills,0.0008317637711026,5.92
stilled,0.0008317637711026,5.92
stillest,0.0008317637711026,5.92
still,0.0008317637711026,5.92
stilling,0.0008317637711026,5.92
took,0.0008317637711026,5.92
taken,0.0008317637711026,5.92
takes,0.0008317637711026,5.92
taking,0.0008317637711026,5.92
take,0.0008317637711026,5.92
3,0.000812830516164,5.91
many,0.000812830516164,5.91
never,0.000812830516164,5.91
those,0.0007943282347242,5.9
lives,0.0007762471166286,5.89
life,0.0007762471166286,5.89
say,0.0007762471166286,5.89
saying,0.0007762471166286,5.89
says,0.0007762471166286,5.89
worlds,0.0007762471166286,5.89
world,0.0007762471166286,5.89
downs,0.0007585775750291,5.88
down,0.0007585775750291,5.88
downed,0.0007585775750291,5.88
downing,0.0007585775750291,5.88
greats,0.0007585775750291,5.88
greatest,0.0007585775750291,5.88
great,0.0007585775750291,5.88
greater,0.0007585775750291,5.88
through,0.0007413102413009,5.87
you're,0.0007413102413009,5.87
lasting,0.0007244359600749,5.86
last,0.0007244359600749,5.86
lasted,0.0007244359600749,5.86
lasts,0.0007244359600749,5.86
s,0.0007244359600749,5.86
that's,0.0007244359600749,5.86
while,0.0007244359600749,5.86
whiled,0.0007244359600749,5.86
whiles,0.0007244359600749,5.86
whiling,0.0007244359600749,5.86
bested,0.0006918309709189,5.84
besting,0.0006918309709189,5.84
bests,0.0006918309709189,5.84
such,0.0006918309709189,5.84
love,0.0006606934480075,5.82
loving,0.0006606934480075,5.82
loved,0.0006606934480075,5.82
loves,0.0006606934480075,5.82
manning,0.0006606934480075,5.82
mans,0.0006606934480075,5.82
man,0.0006606934480075,5.82
men,0.0006606934480075,5.82
manned,0.0006606934480075,5.82
homes,0.0006456542290346,5.81
homed,0.0006456542290346,5.81
homing,0.0006456542290346,5.81
home,0.0006456542290346,5.81
longed,0.0006456542290346,5.81
long,0.0006456542290346,5.81
longer,0.0006456542290346,5.81
longs,0.0006456542290346,5.81
longest,0.0006456542290346,5.81
longing,0.0006456542290346,5.81
looks,0.0006456542290346,5.81
look,0.0006456542290346,5.81
looking,0.0006456542290346,5.81
looked,0.0006456542290346,5.81
something,0.0006456542290346,5.81
using,0.0006456542290346,5.81
used,0.0006456542290346,5.81
use,0.0006456542290346,5.81
uses,0.0006456542290346,5.81
can't,0.0006309573444801,5.8
same,0.0006309573444801,5.8
both,0.0006165950018614,5.79
every,0.0006165950018614,5.79
4,0.0006025595860743,5.78
comes,0.0006025595860743,5.78
come,0.0006025595860743,5.78
came,0.0006025595860743,5.78
coming,0.0006025595860743,5.78
parted,0.0006025595860743,5.78
part,0.0006025595860743,5.78
parts,0.0006025595860743,5.78
parting,0.0006025595860743,5.78
stating,0.0006025595860743,5.78
stated,0.0006025595860743,5.78
states,0.0006025595860743,5.78
state,0.0006025595860743,5.78
three,0.0006025595860743,5.78
around,0.0005888436553555,5.77
between,0.0005888436553555,5.77
always,0.0005754399373371,5.76
bettered,0.0005754399373371,5.76
bettering,0.0005754399373371,5.76
betters,0.0005754399373371,5.76
finding,0.0005754399373371,5.76
find,0.0005754399373371,5.76
found,0.0005754399373371,5.76
finds,0.0005754399373371,5.76
5,0.0005623413251903,5.75
help,0.0005623413251903,5.75
helping,0.0005623413251903,5.75
helps,0.0005623413251903,5.75
helped,0.0005623413251903,5.75
high,0.0005623413251903,5.75
higher,0.0005623413251903,5.75
highs,0.0005623413251903,5.75
highest,0.0005623413251903,5.75
little,0.0005623413251903,5.75
littlest,0.0005623413251903,5.75
littler,0.0005623413251903,5.75
eldest,0.0005623413251903,5.75
older,0.0005623413251903,5.75
olds,0.0005623413251903,5.75
old,0.0005623413251903,5.75
elder,0.0005623413251903,5.75
oldest,0.0005623413251903,5.75
since,0.0005623413251903,5.75
another,0.0005495408738576,5.74
own,0.0005495408738576,5.74
owns,0.0005495408738576,5.74
owning,0.0005495408738576,5.74
owned,0.0005495408738576,5.74
things,0.0005495408738576,5.74
under,0.0005370317963702,5.73
during,0.0005248074602497,5.72
gaming,0.0005248074602497,5.72
game,0.0005248074602497,5.72
gamer,0.0005248074602497,5.72
gamest,0.0005248074602497,5.72
gamed,0.0005248074602497,5.72
games,0.0005248074602497,5.72
i've,0.0005248074602497,5.72
thing,0.0005248074602497,5.72
gives,0.0005128613839913,5.71
gave,0.0005128613839913,5.71
giving,0.0005128613839913,5.71
give,0.0005128613839913,5.71
given,0.0005128613839913,5.71
housed,0.0005128613839913,5.71
housing,0.0005128613839913,5.71
houses,0.0005128613839913,5.71
house,0.0005128613839913,5.71
places,0.0005128613839913,5.71
placing,0.0005128613839913,5.71
placed,0.0005128613839913,5.71
place,0.0005128613839913,5.71
schooled,0.0005128613839913,5.71
schooling,0.0005128613839913,5.71
schools,0.0005128613839913,5.71
school,0.0005128613839913,5.71
again,0.0005011872336272,5.7
next,0.0005011872336272,5.7
each,0.0004897788193684,5.69
mr,0.0004897788193684,5.69
without,0.0004897788193684,5.69
against,0.0004786300923226,5.68
didn't,0.0004786300923226,5.68
ended,0.0004786300923226,5.68
ends,0.0004786300923226,5.68
ending,0.0004786300923226,5.68
end,0.0004786300923226,5.68
founded,0.0004786300923226,5.68
founds,0.0004786300923226,5.68
founding,0.0004786300923226,5.68
must,0.0004786300923226,5.68
shown,0.0004786300923226,5.68
show,0.0004786300923226,5.68
shows,0.0004786300923226,5.68
showing,0.0004786300923226,5.68
showed,0.0004786300923226,5.68
biggest,0.0004677351412871,5.67
big,0.0004677351412871,5.67
bigger,0.0004677351412871,5.67
feels,0.0004677351412871,5.67
felt,0.0004677351412871,5.67
feel,0.0004677351412871,5.67
feeling,0.0004677351412871,5.67
surest,0.0004677351412871,5.67
sure,0.0004677351412871,5.67
surer,0.0004677351412871,5.67
teams,0.0004677351412871,5.67
teaming,0.0004677351412871,5.67
team,0.0004677351412871,5.67
teamed,0.0004677351412871,5.67
ever,0.0004570881896148,5.66
family,0.0004570881896148,5.66
families,0.0004570881896148,5.66
keeps,0.0004570881896148,5.66
keep,0.0004570881896148,5.66
kept,0.0004570881896148,5.66
keeping,0.0004570881896148,5.66
pleases,0.0004570881896148,5.66
pleasing,0.0004570881896148,5.66
pleased,0.0004570881896148,5.66
please,0.0004570881896148,5.66
putting,0.0004570881896148,5.66
put,0.0004570881896148,5.66
puts,0.0004570881896148,5.66
moneys,0.0004365158322401,5.64
monies,0.0004365158322401,5.64
money,0.0004365158322401,5.64
freeest,0.0004265795188015,5.63
free,0.0004265795188015,5.63
freed,0.0004265795188015,5.63
freeing,0.0004265795188015,5.63
freeer,0.0004265795188015,5.63
frees,0.0004265795188015,5.63
seconded,0.0004265795188015,5.63
seconding,0.0004265795188015,5.63
seconds,0.0004265795188015,5.63
second,0.0004265795188015,5.63
someone,0.0004265795188015,5.63
away,0.0004168693834703,5.62
lefts,0.0004168693834703,5.62
left,0.0004168693834703,5.62
numbering,0.0004168693834703,5.62
numbered,0.0004168693834703,5.62
number,0.0004168693834703,5.62
numbers,0.0004168693834703,5.62
city,0.0004073802778041,5.61
cities,0.0004073802778041,5.61
lots,0.0004073802778041,5.61
lot,0.0004073802778041,5.61
names,0.0004073802778041,5.61
naming,0.0004073802778041,5.61
named,0.0004073802778041,5.61
name,0.0004073802778041,5.61
nights,0.0004073802778041,5.61
night,0.0004073802778041,5.61
played,0.0004073802778041,5.61
playing,0.0004073802778041,5.61
play,0.0004073802778041,5.61
plays,0.0004073802778041,5.61
until,0.0004073802778041,5.61
company,0.0003981071705534,5.6
companies,0.0003981071705534,5.6
doings,0.0003981071705534,5.6
fewest,0.0003981071705534,5.6
fewer,0.0003981071705534,5.6
few,0.0003981071705534,5.6
he's,0.0003981071705534,5.6
lets,0.0003981071705534,5.6
letting,0.0003981071705534,5.6
let,0.0003981071705534,5.6
realest,0.0003981071705534,5.6
realer,0.0003981071705534,5.6
reales,0.0003981071705534,5.6
riales,0.0003981071705534,5.6
reals,0.0003981071705534,5.6
reis,0.0003981071705534,5.6
real,0.0003981071705534,5.6
6,0.0003890451449942,5.59
called,0.0003890451449942,5.59
different,0.0003890451449942,5.59
sets,0.0003890451449942,5.59
setting,0.0003890451449942,5.59
set,0.0003890451449942,5.59
thoughts,0.0003890451449942,5.59
0.0,0.0003801893963205,5.58
however,0.0003801893963205,5.58
gods,0.0003715352290971,5.57
god,0.0003715352290971,5.57
government,0.0003715352290971,5.57
governments,0.0003715352290971,5.57
grouping,0.0003715352290971,5.57
group,0.0003715352290971,5.57
groups,0.0003715352290971,5.57
grouped,0.0003715352290971,5.57
public,0.0003715352290971,5.57
publics,0.0003715352290971,5.57
topped,0.0003715352290971,5.57
top,0.0003715352290971,5.57
tops,0.0003715352290971,5.57
topping,0.0003715352290971,5.57
women,0.0003715352290971,5.57
businesses,0.0003630780547701,5.56
business,0.0003630780547701,5.56
caring,0.0003630780547701,5.56
care,0.0003630780547701,5.56
cares,0.0003630780547701,5.56
cared,0.0003630780547701,5.56
started,0.0003630780547701,5.56
starts,0.0003630780547701,5.56
starting,0.0003630780547701,5.56
start,0.0003630780547701,5.56
system,0.0003630780547701,5.56
systems,0.0003630780547701,5.56
week,0.0003630780547701,5.56
weeks,0.0003630780547701,5.56
7,0.0003548133892335,5.55
already,0.0003548133892335,5.55
anything,0.0003548133892335,5.55
case,0.0003548133892335,5.55
cased,0.0003548133892335,5.55
cases,0.0003548133892335,5.55
casing,0.0003548133892335,5.55
nothings,0.0003548133892335,5.55
nothing,0.0003548133892335,5.55
persons,0.0003548133892335,5.55
person,0.0003548133892335,5.55
todays,0.0003548133892335,5.55
today,0.0003548133892335,5.55
changing,0.0003467368504525,5.54
changed,0.0003467368504525,5.54
changes,0.0003467368504525,5.54
change,0.0003467368504525,5.54
enough,0.0003467368504525,5.54
everything,0.0003467368504525,5.54
fulling,0.0003467368504525,5.54
fulls,0.0003467368504525,5.54
fulled,0.0003467368504525,5.54
fullest,0.0003467368504525,5.54
fuller,0.0003467368504525,5.54
full,0.0003467368504525,5.54
lived,0.0003467368504525,5.54
living,0.0003467368504525,5.54
live,0.0003467368504525,5.54
pointed,0.0003467368504525,5.54
pointing,0.0003467368504525,5.54
point,0.0003467368504525,5.54
points,0.0003467368504525,5.54
read,0.0003467368504525,5.54
reading,0.0003467368504525,5.54
reads,0.0003467368504525,5.54
there's,0.0003467368504525,5.54
told,0.0003467368504525,5.54
yet,0.0003467368504525,5.54
bad,0.0003388441561392,5.53
worse,0.0003388441561392,5.53
worst,0.0003388441561392,5.53
doesn't,0.0003388441561392,5.53
four,0.0003388441561392,5.53
hardest,0.0003388441561392,5.53
harder,0.0003388441561392,5.53
hard,0.0003388441561392,5.53
meaning,0.0003388441561392,5.53
means,0.0003388441561392,5.53
mean,0.0003388441561392,5.53
meant,0.0003388441561392,5.53
meanest,0.0003388441561392,5.53
meaner,0.0003388441561392,5.53
once,0.0003388441561392,5.53
support,0.0003388441561392,5.53
supports,0.0003388441561392,5.53
supported,0.0003388441561392,5.53
supporting,0.0003388441561392,5.53
tell,0.0003388441561392,5.53
telling,0.0003388441561392,5.53
tells,0.0003388441561392,5.53
including,0.0003311311214825,5.52
music,0.0003311311214825,5.52
powered,0.0003311311214825,5.52
powering,0.0003311311214825,5.52
power,0.0003311311214825,5.52
powers,0.0003311311214825,5.52
stopped,0.0003311311214825,5.52
stops,0.0003311311214825,5.52
stop,0.0003311311214825,5.52
stopping,0.0003311311214825,5.52
watering,0.0003311311214825,5.52
water,0.0003311311214825,5.52
waters,0.0003311311214825,5.52
watered,0.0003311311214825,5.52
based,0.0003235936569296,5.51
believes,0.0003235936569296,5.51
believing,0.0003235936569296,5.51
believe,0.0003235936569296,5.51
believed,0.0003235936569296,5.51
call,0.0003235936569296,5.51
calls,0.0003235936569296,5.51
calling,0.0003235936569296,5.51
heads,0.0003235936569296,5.51
head,0.0003235936569296,5.51
headed,0.0003235936569296,5.51
heading,0.0003235936569296,5.51
national,0.0003235936569296,5.51
nationals,0.0003235936569296,5.51
smallest,0.0003235936569296,5.51
small,0.0003235936569296,5.51
smaller,0.0003235936569296,5.51
whitest,0.0003235936569296,5.51
whiting,0.0003235936569296,5.51
whites,0.0003235936569296,5.51
whiter,0.0003235936569296,5.51
white,0.0003235936569296,5.51
whited,0.0003235936569296,5.51
